,job_title,salary,company,location,is_remote,job_rating,job_summary,post_date,extract_date,job_url,rate_by,min,max,adjusted_salary,yearly_adjusted_salary,salary_bins
1,Research Data Analyst/Software Engineer,$31 - $40 an hour,Neurogazer USA,"Baltimore, MD",Remote,,"Candidates should feel comfortable learning new tools and technologies quickly and independently, and those familiar with Python and Bash as well as basic…",10 days ago,2021-01-15,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BJJBdCULplSEaeHpey-r39yKRVIFGrHTfg0M0DIHj38P7aW7lYUe3HjiD0ZNXK-qtgaj2PpbHvQgKjbjV6FazgrrHpmNTP2rxSRX8YO_ORrqoSPAdEAPfrIJjQ1jJjB7mtqZ8pURMxdAjKpQ0ZhdUO0evAgRlv-lMSaJRYvjPYerDnfXg1myfSJvGpqasBmRLhA3mlENU9OgDJ5ZbHSzepUieNWbeZoGqkYg3jUPnZq3axK7KXw-GwutOUvYf6vAQ1mFoeOZjHj5IVQPKoWjYV8a9pthgLOdQFOFsooz4VMzhnU_xOxyd2TfSpvRxOLRRx6NOR3AYRFbLklzyosce1jDgtNm9zkR6u4IaEy_KuEwcJV5qRefsvV0L0rcbNaJSTU4dhYtSvmBM3cqp2tt4ld2K0BkZWKs5gTCNl4IPbGoGWEz8FoarJNo7WwsUhbptI1CEu6g6yajx_F4tdVm8mhJ7lDW8lgfxrn7LzZZ3f4V34zOX7VXwI&p=1&fvj=1&vjs=3,Hourly,31.0,40.0,35.5,86762.0,70K - 90K
5,Computer Scientist - Software Engineer/Cyber Developer,"$84,529 - $113,362 a year",National Security Agency,"Fort Meade, MD",,4.2,"Information retrieval, machine learning, artificial intelligence, statistics and analytics.
Salary offers are based on candidates' education level and years of…",Today,2021-01-15,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AC5S5KfpcrE62cRuYLg6qW_HWiPjKHP06qk-AGfbwYtGlr3wcSMURH9oqKq1q2FCfIzx_id58ldyeFnFrZ7UVskFwS-ixrNJ0ZvBeR5dzRRV6ssg8-iB2xyQJa7KbKA4ECtfJce33zoJe7WQKL873ccQwYBG4o0WTyoHCEzQI687P0q1hx4IPjoHW3POsAb2PBKroNRvgTbWFQP3fAPFJplWMFVlIp5D71mEKMTmKW_zNbrGQFeLq3uVDPOYnDtqtQ5JT5npGxVDixS1GlSXM65Xpil5jbMgMFw0Nfg9c4ESGU3ksdIfy9neNl-DR3EsG4hy8fZ6Q78exChXDRs9TmQtlI43PKD3HHyyXuEl7K089X-TkBTvjj35rKW57RwuVv1ABEv00TnK672yca4791RcBdqv82lqDOOom6v74hwwTTA_XSe5LduAqp-2svYjV1grrv5URwmA==&p=5&fvj=0&vjs=3,Yearly,84529.0,113362.0,98945.5,98945.5,90K - 120K
11,Data Engineer,"$115,000 - $125,000 a year","Trobus Technologies,LLC","Cockeysville, MD",,,"\* Experience with Object-Oriented Programming Languages such as Python, JavaScript, Java, C#, etc.
\* Experience using data reporting and visualization tools …",2 days ago,2021-01-15,"https://www.indeed.com/company/Trobus-Technologies,LLC/jobs/Data-Engineer-a4eb4a34dbd3479c?fccid=a16f15618775fd03&vjs=3",Yearly,115000.0,125000.0,120000.0,120000.0,90K - 120K
34,Radar Analysis Engineer,"$80,072 - $155,506 a year","QuantiTech, Inc.","Columbia, MD",Temporarily remote,4.2,"Characterize sensor performance against threat ballistic and cruise missiles through modeling, simulation and analysis using digital simulations.",4 days ago,2021-01-15,https://www.indeed.com/company/QUANTITECH/jobs/Radar-Analysis-Engineer-2e483df42d35319d?fccid=25e456e76c5eed36&vjs=3,Yearly,80072.0,155506.0,117789.0,117789.0,90K - 120K
171,Software Engineer,"$85,000 - $200,000 a year",Synergist Computing,"Annapolis Junction, MD",,5.0,"You’re experienced in and excited to work in any of the following areas: web application development, distributed systems, user interface development, big data…",30+ days ago,2021-01-15,https://www.indeed.com/company/Synergist-Computing/jobs/Software-Engineer-22460aa51d6a0d68?fccid=56cb6436ff653778&vjs=3,Yearly,85000.0,200000.0,142500.0,142500.0,120K - 150K
0,HR Coordinator / Data Analyst,$14 - $17 an hour,McDonald's Restaurants - Ann Arbor Area and Metro Detroit,"Ann Arbor, MI",,,"This position is also responsible for daily, weekly and monthly reporting of key performance indicators and developing reporting tools to communicate any…",12 days ago,2021-01-15,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DfEqYB6_RUcoQzlUwHTk009qNHt4r8rR-1m3e2VyMEkMZBOAUuUZN_d_QtGWWfIBe2V44BMpXx0dVGuux2sdf78oA3IkTc2AiSdraiZuOy-_C-4-_0rMcBHyYOhrYBtyjtxKOQryXh5knVSXyTmAzczYicJZCCgaBYh23RD-H1iTUY6CYGKwICTmVuL5z-uVZv6oY6TCnY8fxIkgFwuecpFbuvdOMriU-4-WeFpATO2VjsGghe-s6_yKGvIiOG1U6m6km7CIE8eGWxMZNU3-fUraLjEddh2G8M--7YJhltI1GZl8Trnhuv8LrdEGc3eTOMgYHwRXsOwpQ1fsyfpEkOAEha3IPYU_mBYLFtUPcQVJnRdFFfwELTzNgiRZe4lYMQZYbJ9gSysyewasMwbdnwnmK6ADc9bVE_GGmUhKuMoZ62HR4NFGUTGQe9XhCBCOC2WmRhLWKNsyWbiEF04rzu&p=0&fvj=1&vjs=3,Hourly,14.0,17.0,15.5,37882.0,0 - 50K
2,Data Analyst,"$41,600 - $45,760 a year",University of Michigan,"Ann Arbor, MI",,4.3,"Work with structured EMR data to define appropriate data features.
Identify programmatic or data issues and build solutions.",2 days ago,2021-01-15,https://www.indeed.com/rc/clk?jk=7a2d7446301c63b0&fccid=46c847dc877cedc2&vjs=3,Yearly,41600.0,45760.0,43680.0,43680.0,0 - 50K
18,Technical Business Analyst,$70 an hour,Maple Tech Systems,"Ann Arbor, MI",,,"The technical business analyst collects, documents, and maintains the authoritative list of requirements for all development efforts.",30+ days ago,2021-01-15,https://www.indeed.com/rc/clk?jk=994d15a0dd97ded0&fccid=a32e3df7f535cfa7&vjs=3,Hourly,70.0,0.0,70.0,171080.0,150K - 300K
27,Business Analyst,"$76,960 a year",Data Soft,"Novi, MI",,,"Duties:Responsible for leading requirement gathering, analyzing data and implementing software systems and applications for client's businesses; create BRDs,…",30+ days ago,2021-01-15,https://www.indeed.com/rc/clk?jk=a2b147743ba898c8&fccid=3067d36d9ddf9a66&vjs=3,Yearly,76960.0,0.0,76960.0,76960.0,70K - 90K
41,Order & Inventory Analyst,$20 an hour,"Pasona N A, Inc.","Farmington Hills, MI",,3.8,"Prepares for all necessary shipping documents and makes data entries into the system.
Analysis – Critically and carefully examines facts or data to develop a…",30+ days ago,2021-01-15,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BQ0BgX18I10G6uoQ7vFAhySPo543-EiU2WryMBkb_AmfnCnET9KQfzaEcrvW1xsJ0qj2MpqgymhmGDR0xBvqAtg3VFkApNsLVuBbJ6DRA_JIPLfforEhYm-pf5cpcxQXAaAl3-_SzlN4pxPwz1M8BUYEbfKcat76kVmfiCLMKCPahdCkmkCbZB3VnLUrGs_90kQVJwNEYDUsGwtHvI0l7Z2U5tF2Jpk2MnI1jBCZ9l6s-XicQTZWUZdUMBLlgguGJ1DLHyOLuLrPBYvC4J7e6pgixA8luhAF80eVyreYn-O1NYLJbuS4950jX1_qg5jw4SWIeEuRitpHQetbuDIs8MknOoQig_SgwVgnAoAQaO7ZGnjoExeqWE1EEMc_O98rivNdyNq7yj0Nvr6Qxsl8fe-alc_eJ0zjSri5fzGYcCHLgz10btyBzvPzR-ZQ9svrAbuPx4POPxwObC8MFR4YwGZI4vp1r11AQ5yYUeAVzg6sYyVPKT9hiz1sXtHrZryIEx3KknRMWuYHR-1TdROEHMwLQ0Twf-Wxc2oJVLPmVxOwYVYMq7osmy4-4q1azHMmRyAKr-YtzY-ikoejgqO4Em8jU1ckbyhAklNXQiNmGhWNeXBNyec5Xgn1VZGZY0iWN7ghL3lJo_aVqdQ4T75ll_ME-2THbvHtJ6Y1MaxuuAK45oR2Z-ipm-sm_d_jP262FH9VFJJoNFKk0fLrWC40WXHpXD9jFuxDI-LtAjU8MMokm1gIpRzxWc&p=11&fvj=0&vjs=3,Hourly,20.0,0.0,20.0,48880.0,0 - 50K
46,Business Analyst,"$35,000 - $45,000 a year",ASK Services Inc.,"Plymouth, MI",Temporarily remote,3.0,"The Business Analyst is responsible for workflow design and documentation, training staff and researching requirements for entry into new markets under the…",30+ days ago,2021-01-15,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0ApW__DVdU-2OudgiEVetZfzSvBGQjVLjscjB89tCHd6Aw8dKLELbF4StizaYvN5OKtqdRsAA1u_nPWURxo-DU1T6CNwUCgtuKbzm6hVHb1W0PYYahBt5y4fDYtkTroL5BT8y-Qq9Suv_Uim1c1MGEG7_7RVL7ziBzp7cB3iKlg7j6W3febT3L5KWHpp81V8sknfJ6LLFNwh7PyyrFy79QEJ6LI12XLzB0jAp2VV_dtwESms9x2GjaRi2LQFeXFcj1AohXzeh4Vc0uXiwi5LoxL91BPblzaoOIkFBzB0l0ISCYHoISEgQG9KgoaIqnIFkMiCvoIplKNvoQ7_nG5L-DC5KfUD6V-BvO_m2wsTz95RiYCtChCI6p6wUREBy2akrW23GU3bUlPUVONOC3EuhlPJIIh5bO53ewnVhonOBGHM0IG4IS8niYsm21BOprN1JsYSW2fA6Fm_g==&p=1&fvj=1&vjs=3,Yearly,35000.0,45000.0,40000.0,40000.0,0 - 50K
2,Data Scientist,Up to $65 an hour,X-IS Tech Inc,"Farmington Hills, MI",Temporarily remote,,"Perform machine learning, text analytics, and statistical analysis methods, such as classification, collaborative filtering, association rules, sentiment…",Today,2021-01-15,https://www.indeed.com/company/X--IS-Tech-Inc/jobs/Data-Scientist-767d3df8ee959752?fccid=3611df9725d68089&vjs=3,Hourly,65.0,0.0,65.0,158860.0,150K - 300K
12,Machine Learning Scientists/Engineers,"$90,000 - $170,000 a year","NovoDynamics, Inc.","Ann Arbor, MI",,,"Verifying data quality and/or ensuring it via data cleaning.
Experience with data noise removal, data augmentation, dataset truthing and construction.",30+ days ago,2021-01-15,"https://www.indeed.com/company/NovoDynamics,-Inc./jobs/Machine-Learning-Scientist-Engineer-c9b610746508c565?fccid=b3a30b59558655f3&vjs=3",Yearly,90000.0,170000.0,130000.0,130000.0,120K - 150K
16,Statistician Intermediate,"$47,818 - $59,069 a year",University of Michigan,"Ann Arbor, MI",,4.3,"The statistician intermediate position provides the opportunity to become part of a large, interdisciplinary research project in the general area of stroke…",30+ days ago,2021-01-15,https://www.indeed.com/rc/clk?jk=e805f6a599a6def2&fccid=46c847dc877cedc2&vjs=3,Yearly,47818.0,59069.0,53443.5,53443.5,50K - 70K
0,Machine Learning Scientists/Engineers,"$90,000 - $170,000 a year","NovoDynamics, Inc.","Ann Arbor, MI",,,"Proficiency with a deep learning library such as Keras or deeplearning4j a plus.
If you have a successful track record in software development, knowledge of…",30+ days ago,2021-01-15,"https://www.indeed.com/company/NovoDynamics,-Inc./jobs/Machine-Learning-Scientist-Engineer-c9b610746508c565?fccid=b3a30b59558655f3&vjs=3",Yearly,90000.0,170000.0,130000.0,130000.0,120K - 150K
29,"U.S. based Sr. Data Engineer (SQL, ETL) - Fulltime role","$100,000 - $210,000 a year",Arc,United States,Remote,,"About us, Arc We empower talent to do work that matters from anywhere Arc is changing the way the world works and hires remotely. Be a part of the world’s…",3 days ago,2021-01-15,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0B_dnYsI8o5iQo9YW05EcLsXtdZZ5qtsY7g9VcDsqYRQCU7zDSXFfp6PKe7fZom7ejK3DMSVTOUaKCzq3rRqeR4yS7DZ1WQ0jzQccT7qzPNYlBDzvJJeRqoaaEG6hzkNXUV5moQXlqebqe9mJLlvoDLLeHZLX1ecPyL1-_CZcOOLTabhLNJ4dbK_wj3UCNbip1zy2R-WoOaSaG04N5nF3z4nXwu0kggwWxe47BL1jXSSBpzrM0QNSw4qvYKKv6RO30A1xTlB-MEqJmVAiILxWN-6Yqt-ph9aC-bB4d_l9Bg9-l-RoTaxrWtDc-0Qm4VdW82p8A52Ic-KfIgbIO4wB8bob33UijsrRRhPEOnWcauGj7iHYChDYIvm61eYvCtOVdYxuOlUhGENJFurczE59-xlj6GBSN-gbSO7RIf4s2tp1S6FA_RXBryqlh046SMr7aRgU9lxQB8X_INey53HCKXidfOezUN794dcjLcCCxemgjyNel2NsI3MfoxwUzW2g8=&p=14&fvj=1&vjs=3,Yearly,100000.0,210000.0,155000.0,155000.0,150K - 300K
46,"Tooling Manager @ Manchester, MI",$120 a day,CEDENT,"Manchester, MI",,,"Knowledge of injection machine, blow molding machine and downstream container handling is beneficial.
Terms of Hire: Full Time.",30+ days ago,2021-01-15,https://www.indeed.com/rc/clk?jk=4b8c925ae073346c&fccid=2ecf4575019bf07a&vjs=3,Daily,120.0,0.0,120.0,31200.0,0 - 50K
58,Senior Controls Engineer,"$70,000 - $100,000 a year",Balance Technology Inc.,"Ann Arbor, MI",,,"Conduct the electrical/hydraulic pneumatic design, peripheral device programming, machine PLC programming, coordinate the machine debug, power-up and machine…",3 days ago,2021-01-15,https://www.indeed.com/company/Balance-Technology-Inc./jobs/Senior-Control-Engineer-62e36a98fcac0558?fccid=458790546c6f9bdb&vjs=3,Yearly,70000.0,100000.0,85000.0,85000.0,70K - 90K
0,Entry-Level IT & Data Analyst Assistant,"$28,000 - $33,000 a year",Lavoro Group,"Rochester, NY",,,"Ability to use multiple systems.
Must have basic Database skills.
Proficient in Microsoft Office Suite.
IT support: 2 years (Preferred).",Just posted,2021-01-15,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Du1otYPXTyN2HV9ul6aOazUyGngAkOpEeom3pxZjeqm4we8fKY7crmjf-I-uDL5SWqJROkU8gvcrRu-1xENADL-EIiqDVZdBsHKf9-82kRnmOkN54yY1SWhC2SiG0vHzm7tfs3iKzNVIk4G5mYCXn13vFtJy25Ta_PBnTQpGCZ4dRRpqFnM3Q3yQCvL-8lw3epOXC0OHyhgx-0xD_puW7KXpZwO9YZ6eq80Unt0QNY-Ba4WyFcKSs-FGDpb4H84-5MYXIJSNusbXljm2QnHymEAQyHlvxDCj144sMG7Kk2E5F0zu6F7vanimuQrUm_fk-YF82E1S_t5Gbw3y5UU9gaJ-FbMwx2uDi3_9nwCW6YzOLzKK3Ccj569mMtuv-VU5yzOUdP40jPQ7giB1uiaVKUanAP0ug3Q77uu2UCH8G2eAzJPSPBDaHb9V0RqSIaN5g2jk4_PYG4EhaHeRusBtFP&p=0&fvj=1&vjs=3,Yearly,28000.0,33000.0,30500.0,30500.0,0 - 50K
3,Truck Content Analyst,$25 - $28 an hour,The DAKO Group,"Rochester, NY",Remote,3.4,Position is responsible for utilizing industry knowledge and parts expertise for the purpose of data analysis and editing for our internet-based referencing…,8 days ago,2021-01-15,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Cm4f4TNRexfs1U9ZfjXa0zn3scdUa41O8B_KnAfnurR_NgUANkfOXDJAXSRz8WPZQbbZiSoVoCV18OlWanS47X_8TsKB7z-dPmQW2Ub5tovuFQuEvBtfa7-erGI8bAPJMjIT13caLKzW-e_Uk8kO5e4ElACUwKt_iB-kGDhsX2yt8P8dzqUqVNVPknjQgDlakvujbEXiifKYl2AHWbTw6Ev2b-t1okqdtcNjaQk5xszZZI7B9AjvNwp_cdr_xJzEB7JzL_qwBqGcBExWXBMREtI6k9VuNte6M9UBl7efykpzAZlxePleIWHveilgmEhnwgguPBkqMIcXKfJcfDbNP3fQxJIpnydDayfha_sc3ejDBAi0dGUgjQ3wyt8xfWv1NLRUe4XyRCBM_Os9tK2V-9ZdwCGBtUw07ei-Aqxp_MfXG8JYl9M4dmwSS6TM9_irgW7u-XgpR55FrX3D-ZGJyl&p=3&fvj=1&vjs=3,Hourly,25.0,28.0,26.5,64766.0,50K - 70K
4,Database Administrator / Business Analyst,$21 an hour,On-Board Companies,"Rochester, NY",,2.9,"Focus on data quality and process to foster best practices.
Add/update/maintain vendor master data in SAP within corporate guidelines while maintaining…",7 days ago,2021-01-15,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BwmVxVIPFI6jVVTU-wKul8v4wplmAs_8WNhyHQXkJf7J0VZjFkcY1ogr_7bBv6vyct_2GAs3gKjvICtAa2jy8i06OSuW1dZgnG0IaQKrbl2BQZvZFP2XnbI4ri8ODAnwpRLv-KZo_0tBSs56LfYs9BXiaq-0hyFb4MW6KrCOyo9KcDRVCbtN6ccJ2FmiMneVbEJFSeOoq2SIRvP9sH_Xen_ugVH5tq9oGwx7NB9Jgu-v3TWl3mTVngbEOeoYah-HRubDHcV7JKpzLzfH6G2OWorbdqoJb2mTYqVmskShLRAPkXHIqAf7g1sDyGiTftUftJhgpsJBI7nPl9utps-jK-_OwfWoB6fYeRBAra-HVhDKUTWy61k2Xbm6QABU_JdcfP1m4Ihx7zA9HWCJHKHAB7NjFRQrYgmdJSqHgOUwm8wPBDRon_BGNzO5EiSJw7wu-U8Y5jUiGDseZqppp7-qoVw4mnkppFL_-Z89x8Do1tCCZKM28BiveTqrbDqdI32iL9SbgR1Z3yNFEOuGno4g27TSZNNcUbA_d1wBL-mUqLuuTLS2WjQSavpKiIyNLrNy6rtHjaPBOOlBdzZJgE8pGqlUi1PVFEmmpCbk30opxbvmHWT775zcCOpxqTdkrvm_AtDYOYOByXngJ8OKmHKnWUJiABZKYtFhbaPz5IzH_DvHd8OWLkO_6mY3UKqQYvtZ7puSAe99q_5H2oudBFH3Ljgv9O0XnJnWCxLk6vOcWZrRvY2FPqYG9u9HjTsATQHm7dr7-SYpglnrCOl7uQOrntkzILKcfHmXIZ1s_HZIKOuAqkXpKwSi8ZoE_jsglDfPk2bn8oEILde4XzpsL13i0D1KxYQaxH_TOKj3snSrSMfprACfreZ6ncU7WEwXWDpXT9Zwx_q99BoLBlUYaKXaBZPTfIJ7VtiPdD_a_YQYgHLpPMo7tHi9CS_VSrMRayLOUfpJyQL5D0ZQ==&p=4&fvj=0&vjs=3,Hourly,21.0,0.0,21.0,51324.0,50K - 70K
19,Business Intelligence Analyst,"$70,000 - $100,000 a year",TENERE Inc,"Westminster, CO",Remote,2.4,"3-5 Years’ experience in BI product such as Power BI or Tableau.
3-5 years’ experience in querying SQL databases for building reporting.",Today,2021-01-15,https://www.indeed.com/company/Tenere-Inc./jobs/Business-Intelligence-Analyst-801d3b8d4a9e928d?fccid=4e149a4bfdd0ad94&vjs=3,Yearly,70000.0,100000.0,85000.0,85000.0,70K - 90K
20,Business Analyst,$50 - $55 an hour,Innovar Group,"Denver, CO",,3.9,Keywords: Benefits / Culture / Analysis / Communication / Experience / Degree / Knowledge /.,7 days ago,2021-01-15,https://www.indeed.com/rc/clk?jk=8d8e8f294e6f8292&fccid=64c0186a447d5248&vjs=3,Hourly,50.0,55.0,52.5,128310.0,120K - 150K
21,Child Welfare - Federal Data Analyst/Liaison,"$6,659 - $10,094 a month",State of Colorado Job Opportunities,"Denver, CO",,3.4,"Create outcome data used for managing regulated national standards of data.
Four year professional experience in conducting research and data analysis,…",7 days ago,2021-01-15,https://www.indeed.com/rc/clk?jk=83dffa06b26f5730&fccid=7cd7119315ca0934&vjs=3,Monthly,6659.0,10094.0,8376.5,100518.0,90K - 120K
28,Research and Data Analyst (Analyst III) -Term Limited,"$4,284 - $6,270 a month",State of Colorado Job Opportunities,"Denver, CO",,3.4,"Experience analyzing data and preparing reports.
Experience extracting program administrative data from source systems.
Medical and dental health plans.",8 days ago,2021-01-15,https://www.indeed.com/rc/clk?jk=b501721df0933fcd&fccid=7cd7119315ca0934&vjs=3,Monthly,4284.0,6270.0,5277.0,63324.0,50K - 70K
29,Program Data Analyst,"$48,000 - $52,994 a year",University of Colorado Boulder,"Boulder, CO",,4.2,"Experience with healthcare data, such as data profiling, data quality, data analysis/reporting.
Ability to manage data profiling and data mapping documentation.",7 days ago,2021-01-15,https://www.indeed.com/rc/clk?jk=f4f73d17f55dfa21&fccid=d3add89427ae6567&vjs=3,Yearly,48000.0,52994.0,50497.0,50497.0,50K - 70K
32,Epic Data Reporting Analyst Professional,$39.01 - $58.52 an hour,Children's Hospital Colorado,"Aurora, CO",,4.0,"Creates data products, data visualizations and presentations.
Identifies data sources needed to produce required data sets or reports.",30+ days ago,2021-01-15,https://www.indeed.com/rc/clk?jk=478db140e31756dd&fccid=098552e8f8353e68&vjs=3,Hourly,39.01,58.52,48.765,119181.66,90K - 120K
33,Business Analyst I,$26.45 an hour,First Western,"Denver, CO",,,"Ability to provide accurate and detail-oriented documentation.
The Business Analyst supports the Strategic Projects team in developing, deploying and supporting…",9 days ago,2021-01-15,https://www.indeed.com/rc/clk?jk=8f15708959044b52&fccid=92ef0d217c7ca259&vjs=3,Hourly,26.45,0.0,26.45,64643.799999999996,50K - 70K
36,"Senior Data Analyst, Reporting","$90,000 - $110,000 a year",Uplight,"Boulder, CO",,4.3,"Professional experience with our team's core tasks: accessing data, analyzing data, transforming data, packaging data into reports, automated reporting and…",30+ days ago,2021-01-15,https://www.indeed.com/rc/clk?jk=ad0bb338f90aaa50&fccid=76670ee1307f6d9c&vjs=3,Yearly,90000.0,110000.0,100000.0,100000.0,90K - 120K
37,Sales Operations Analyst,"$52,649 - $58,893 a year",Remo,"Denver, CO",Remote,,"Related keywords: business analyst, analyst, operations analyst.
Assist with sales planning by providing data sets needed to inform strategy.",10 days ago,2021-01-15,https://www.indeed.com/company/Remo/jobs/Sales-Operation-Analyst-c36163c42c0f776d?fccid=5b1beeac82c58fd3&vjs=3,Yearly,52649.0,58893.0,55771.0,55771.0,50K - 70K
40,Customer Analyst,"$60,000 - $70,000 a year",Uplight,"Boulder, CO",,4.3,"Collect, aggregate, and analyze data to continuously improve our models.
Passion for our mission and the data-driven insights we can deliver to internal and…",3 days ago,2021-01-15,https://www.indeed.com/rc/clk?jk=9a7a87edf8cf87cc&fccid=76670ee1307f6d9c&vjs=3,Yearly,60000.0,70000.0,65000.0,65000.0,50K - 70K
41,Data Analyst (Finance),"$75,000 - $80,000 a year","Mission Rock Residential, LLC","Denver, CO",,,"Acquire data from primary or secondary data sources and maintain databases/data systems.
Perform data integration between internal systems; monitor data flows…",30+ days ago,2021-01-15,https://www.indeed.com/rc/clk?jk=2846da8781aa1b56&fccid=0babf69251671cea&vjs=3,Yearly,75000.0,80000.0,77500.0,77500.0,70K - 90K
43,Business Analyst,"$60,000 - $80,000 a year","AAS Services, LLC","Lakewood, CO",,,"3-5 years related work experience.
AAS, Services LLC specializes in Vehicle Service Contract development and automotive claims administration.",23 days ago,2021-01-15,https://www.indeed.com/rc/clk?jk=0f1369b6019d3b0a&fccid=15c0981f8b0a4393&vjs=3,Yearly,60000.0,80000.0,70000.0,70000.0,50K - 70K
44,COVID Data Reporting Specialist,$20.94 an hour,"Biodesix, Inc.","Boulder, CO",,,"NYS CLEP: New York StateDepartment of Health, Clinical Laboratory Evaluation Program (CLEP), New YorkState Public Health Law, Article 5 Title 5.",16 days ago,2021-01-15,https://www.indeed.com/rc/clk?jk=ef769571bc40e001&fccid=c672668ee6922e2e&vjs=3,Hourly,20.94,0.0,20.94,51177.36,50K - 70K
51,Senior ERP Implementation & Data Analyst (Supply Chain),"$100,000 a year",Henderson Drake,"Broomfield, CO",Remote,,"Provide guidance on extract and configuration of data for the software.
With over 20 years in the industry, this client knows what you need to run efficiently,…",25 days ago,2021-01-15,https://www.indeed.com/rc/clk?jk=5c913ef4d1ab3b5f&fccid=5668724016c8c55d&vjs=3,Yearly,100000.0,0.0,100000.0,100000.0,90K - 120K
54,Business Analyst,"$65,000 - $75,000 a year",Connect for Health Colorado,"Denver, CO",Temporarily remote,,"2-3 Years of business analyst experience required.
Connect for Health Colorado is the state-based health insurance marketplace and support network that allows…",16 days ago,2021-01-15,https://www.indeed.com/company/Connect-for-Health-Colorado/jobs/Business-Analyst-b235f96022787cee?fccid=1cf95fa37c5039cd&vjs=3,Yearly,65000.0,75000.0,70000.0,70000.0,50K - 70K
55,"Senior Corporate Financial Analyst, Data Analytics","$70,000 - $115,000 a year",AMG NATIONAL TRUST,"Greenwood Village, CO",Temporarily remote,,"Familiar with data visualization tools (Tableau, PowerBI, etc.).
Corporate financial data analysis, modeling and reporting: 4 years (Required).",30+ days ago,2021-01-15,https://www.indeed.com/company/AMG-NATIONAL-TRUST/jobs/Senior-Corporate-Financial-Analyst-1e735640faa71524?fccid=15fdd154338151ae&vjs=3,Yearly,70000.0,115000.0,92500.0,92500.0,90K - 120K
57,Business Analyst,"$70,000 - $80,000 a year",DST Systems,"Denver, CO",,3.2,"Strong understanding of relational data modeling techniques.
Ability to write simple queries and understand relational data.",2 days ago,2021-01-15,https://www.indeed.com/rc/clk?jk=6986341f2c6f733a&fccid=7ab93833a090100a&vjs=3,Yearly,70000.0,80000.0,75000.0,75000.0,70K - 90K
58,Business Analyst,$40 - $50 an hour,Equity Staffing Group,"Lone Tree, CO",,4.0,"A minimum of 5 years experience in business analysis or a related field.
They are focusing on building a better mobile banking system as well as giving their…",2 days ago,2021-01-15,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C1yyJIapRlEdYOhDmVropYbNu6_NST9zaz4GWjsOuGwSr2S_wuxMSgMUxyoNOegNLoeAHaM0CEvjYWfxuqZuODd-Bz8VhcpxtgFczxB0LHyiMcG1JBmXnCm_92A6RK0WHkTzO7RLocSAibaUjxOt4SFTqkAqwzCY8EruP1h6vYnsrmjImxgzPQ-B7ZtF2p-XzKF1zmP4rvDBpQcktd2ur0hWpXBxrVSyqoH6gBdvf0XS6UZDDs-syzxX4NSMFpe0cH7ViUkTgy4-vDNCzKTWwCEYJbpu13qpgB1S4kOfBMu7qJMkTJX3bu6vIbhEE3tOlyG8Ajei__MqdA3yoUh3B5ZhXtt9El4xX7o_A9gjTygq6TRzZiuEaAqygVjsZDh0qeu4-9nfDWSCsRkJRujrlWf3kGM01uRqQ3gBanjrqBI8dHcq-S-xzm7Oe5wZ-1j_n5k_iG7YFHdilpc-swHOqZ&p=13&fvj=1&vjs=3,Hourly,40.0,50.0,45.0,109980.0,90K - 120K
60,Procurement Data Analyst,"$75,000 - $100,000 a year",Ball Corporation,"Westminster, CO",,3.7,"3-5 years of work experience in similar data analysis roles.
Ability to analyze large data sets and recognize patterns in data, information, or events to draw…",30+ days ago,2021-01-15,https://www.indeed.com/rc/clk?jk=6673561ff6fca385&fccid=b037a338aef47a20&vjs=3,Yearly,75000.0,100000.0,87500.0,87500.0,70K - 90K
63,Marketing Analyst,"$80,000 - $100,000 a year",ClearChoice Dental Implant Centers,"Greenwood Village, CO",,2.6,"3-5 years in a highly analytical Marketing role.
In this role, you’ll apply your expertise in quantitative analysis, data wrangling, presentation of data, and a…",30+ days ago,2021-01-15,https://www.indeed.com/rc/clk?jk=d86b9bf06f1a4df3&fccid=95368e22db1645c9&vjs=3,Yearly,80000.0,100000.0,90000.0,90000.0,70K - 90K
65,Sales Strategy and Business Operations Analyst,"$88,737 - $159,727 a year",Oracle,"Denver, CO",,3.8,"Health care and dependent care Flexible Spending Accounts.
Ability to collect, organize, and display data in spreadsheet format.
Life insurance and AD&D.",9 days ago,2021-01-15,https://www.indeed.com/rc/clk?jk=049c2c9d825c887b&fccid=cd22d01053af7669&vjs=3,Yearly,88737.0,159727.0,124232.0,124232.0,120K - 150K
